"","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10"
"p36774",51,77,69,67,54,40,51,59,37,44
"p36775",77,101,71,77,53,55,41,48,46,37
"p36776",51,93,75,72,69,56,47,58,43,35
"p36777",67,83,75,75,63,51,48,43,43,49
"p36778",56,69,70,76,61,66,54,46,38,37
"p36779",64,76,64,66,66,52,46,42,30,38
"p36780",65,92,76,73,53,50,30,42,45,34
"p36781",74,85,77,70,67,76,53,40,28,50
"p36782",60,82,71,70,62,59,54,31,34,48
"p36783",73,70,70,61,45,37,46,48,39,30
"p36784",58,74,66,75,53,59,47,38,35,39
"p36785",52,96,69,68,58,62,42,40,43,30
"p36786",69,79,70,49,64,57,37,38,39,31
"p36787",61,70,56,74,74,43,52,36,45,40
"p36788",54,81,69,75,51,45,51,36,40,41
"p36789",58,79,48,52,62,47,50,48,41,29
"p36790",57,91,85,68,63,48,51,46,37,40
"p36791",69,81,80,84,60,45,46,56,39,36
"p36792",62,84,90,65,51,61,49,44,44,40
"p36793",56,71,62,63,69,54,61,41,40,44
"p36794",67,82,78,65,67,57,56,39,37,37
"p36795",63,88,76,79,72,58,51,40,41,30
"p36796",57,76,71,59,57,53,51,36,36,44
"p36797",51,71,73,72,61,68,37,41,47,32
"p36798",71,78,78,49,67,75,48,33,41,31
"p36799",71,90,82,65,68,48,51,36,49,44
"p36800",64,84,62,68,65,64,35,55,32,36
"p36801",62,90,66,75,64,45,42,49,51,39
"p36802",52,81,73,71,54,69,50,59,43,37
"p36803",51,86,54,69,59,55,41,39,41,36
"p36804",61,80,80,67,65,54,57,57,44,34
"p36805",63,87,56,60,52,63,51,44,47,25
"p36806",64,84,73,75,51,53,65,47,42,38
"p36807",68,71,88,67,49,52,44,38,46,41
"p36808",52,89,65,77,60,57,57,45,33,43
"p36809",67,68,58,69,69,47,61,49,41,43
"p36810",73,78,70,66,78,49,53,41,44,29
"p36811",63,85,71,73,63,65,35,53,47,41
"p36812",52,84,77,81,62,61,46,53,36,39
"p36813",55,75,74,61,62,62,47,31,38,31
"p36814",63,90,73,54,46,53,43,44,35,34
"p36815",42,80,81,76,56,56,60,66,34,44
"p36816",52,75,76,69,68,50,47,42,35,31
"p36817",65,87,79,66,46,59,38,43,34,41
"p36818",54,75,73,68,68,62,42,37,43,35
"p36819",44,78,63,79,54,58,51,49,33,36
"p36820",60,79,77,58,68,54,52,41,39,33
"p36821",63,93,82,64,65,54,49,39,39,36
"p36822",53,85,86,68,64,57,51,35,37,35
"p36823",73,66,65,71,57,69,57,48,36,27
"p36824",56,78,79,65,65,61,46,36,54,37
"p36825",49,80,74,56,69,52,57,41,35,33
"p36826",56,99,82,77,61,50,69,47,57,28
"p36827",67,73,63,76,71,83,50,40,44,36
"p36828",56,91,61,64,46,45,53,46,50,35
"p36829",54,88,71,62,53,57,41,39,36,38
"p36830",57,81,73,65,67,62,49,53,41,43
"p36831",51,96,74,69,52,48,50,46,34,43
"p36832",66,75,93,73,61,45,50,45,50,29
"p36833",51,99,78,68,50,39,52,58,45,35
"p36834",47,107,80,81,57,53,51,45,41,40
"p36835",53,98,72,64,69,58,49,41,43,28
"p36836",35,74,74,80,55,60,31,54,31,37
"p36837",77,77,73,80,58,56,51,47,42,41
"p36838",60,70,82,63,59,48,53,41,35,37
"p36839",65,83,67,71,74,48,57,41,51,48
"p36840",66,94,73,68,46,53,47,43,40,34
"p36841",64,78,77,65,66,48,46,60,43,26
"p36842",71,93,81,69,54,56,43,53,27,43
"p36843",75,84,66,66,49,69,43,45,31,39
"p36844",51,73,65,66,69,60,54,44,51,41
"p36845",67,72,71,66,56,47,50,36,40,43
"p36846",56,99,57,83,61,60,49,48,39,29
"p36847",67,81,73,63,65,48,40,46,49,34
"p36848",57,83,79,71,70,54,55,42,44,25
"p36849",70,80,85,58,63,47,46,39,45,29
"p36850",61,97,79,72,61,48,57,53,27,31
"p36851",56,71,78,70,61,58,47,42,45,36
"p36852",73,94,57,71,78,48,48,42,46,25
"p36853",67,90,96,67,61,57,48,45,44,30
"p36854",59,103,76,63,63,54,56,40,51,43
"p36855",59,81,69,64,52,53,58,47,38,30
"p36856",56,96,63,58,59,70,57,57,33,32
"p36857",48,95,64,64,69,63,55,45,40,33
"p36858",53,84,70,68,54,56,52,47,45,38
"p36859",57,87,82,84,63,52,41,36,41,41
"p36860",53,88,100,71,57,47,46,44,34,36
"p36861",67,68,87,47,62,43,53,40,43,36
"p36862",69,96,80,63,67,52,43,37,31,29
"p36863",57,84,76,61,65,51,56,40,39,41
"p36864",62,91,71,74,51,63,42,52,44,35
"p36865",75,97,69,61,53,54,45,35,37,37
"p36866",62,78,66,56,62,46,53,36,39,44
"p36867",64,93,89,70,54,55,53,37,39,33
"p36868",55,89,78,63,61,47,50,40,33,39
"p36869",55,87,83,70,60,49,56,54,31,36
"p36870",61,78,66,58,68,56,56,38,48,39
"p36871",56,84,84,58,68,56,46,43,33,42
"p36872",68,83,73,79,48,54,57,36,36,37
"p36873",59,87,71,85,61,59,58,46,58,34
"p36874",56,91,63,67,73,48,53,42,47,32
"p36875",57,96,82,77,48,63,37,43,46,22
"p36876",62,72,83,81,52,57,59,39,48,31
"p36877",53,100,78,60,54,54,51,45,41,28
"p36878",76,71,70,61,52,65,60,31,37,35
"p36879",50,90,87,80,60,50,47,46,36,34
"p36880",56,84,65,55,50,51,55,41,38,33
"p36881",66,72,66,68,77,69,51,44,51,36
"p36882",65,79,75,71,54,36,40,42,46,33
"p36883",58,91,80,60,73,47,52,46,39,38
"p36884",47,94,70,70,58,48,55,47,46,28
"p36885",62,77,76,75,61,70,47,44,39,38
"p36886",57,73,55,63,70,56,59,37,48,35
"p36887",54,81,72,61,74,50,46,47,32,27
"p36888",54,88,75,75,49,50,56,33,36,44
"p36889",67,83,68,81,65,49,56,48,37,32
"p36890",62,85,63,58,65,62,47,48,35,41
"p36891",53,83,87,65,49,48,60,39,35,32
"p36892",62,96,75,69,48,60,43,45,50,48
"p36893",64,63,79,84,69,59,49,42,38,38
"p36894",56,78,66,61,58,55,49,46,37,44
"p36895",53,71,69,71,56,47,61,48,40,43
"p36896",73,86,94,70,67,54,41,37,38,45
"p36897",43,79,74,61,48,63,46,51,30,34
"p36898",62,83,71,54,75,55,51,50,41,32
"p36899",62,87,85,68,61,59,55,43,46,39
"p36900",51,72,71,90,51,50,52,49,41,37
"p36901",58,76,81,72,63,48,54,43,37,30
"p36902",65,78,76,70,64,50,56,43,55,38
"p36903",60,70,72,58,50,47,41,49,37,33
"p36904",58,90,87,62,64,44,62,52,58,29
"p36905",74,80,84,69,58,40,50,42,42,46
"p36906",62,72,76,69,47,65,30,45,39,44
"p36907",63,82,84,62,68,43,49,48,39,38
"p36908",51,88,70,51,61,57,52,52,47,31
"p36909",57,83,86,62,67,48,54,48,34,38
"p36910",66,87,73,59,49,51,52,32,32,38
"p36911",61,76,68,58,76,60,50,40,43,39
"p36912",58,64,90,61,51,65,62,41,40,37
"p36913",55,78,65,73,47,42,41,46,32,50
"p36914",51,94,81,70,56,56,52,48,42,35
"p36915",62,83,90,84,79,65,60,48,48,28
"p36916",52,72,71,75,58,36,47,49,52,31
"p36917",62,80,72,56,61,58,48,57,39,40
"p36918",62,90,91,67,56,68,43,43,31,41
"p36919",65,78,66,83,68,61,53,37,50,44
"p36920",51,78,77,57,64,43,53,39,41,31
"p36921",63,77,88,81,54,52,51,43,38,38
"p36922",64,88,73,54,54,59,35,44,38,38
"p36923",57,90,80,56,56,49,43,42,37,29
"p36924",60,99,72,56,56,55,57,41,44,43
"p36925",55,96,77,59,67,63,51,53,48,28
"p36926",67,80,76,76,65,64,59,36,42,36
"p36927",51,85,75,69,66,66,43,43,41,46
"p36928",74,78,72,62,64,53,49,42,44,42
"p36929",61,82,67,69,63,52,51,49,33,34
"p36930",59,79,85,70,53,63,53,40,42,42
"p36931",50,79,69,71,66,44,51,41,46,30
"p36932",64,84,67,56,65,54,42,43,49,38
"p36933",52,79,87,66,59,60,63,57,35,39
"p36934",67,67,82,58,58,72,46,41,35,43
"p36935",56,87,89,88,54,47,49,34,34,30
"p36936",68,82,64,61,57,58,45,35,42,36
"p36937",70,78,88,51,63,62,46,39,52,33
"p36938",59,82,89,80,52,50,54,58,46,40
"p36939",58,103,66,75,51,53,43,46,44,31
"p36940",63,76,69,63,53,62,39,52,45,42
"p36941",63,87,74,65,49,55,59,53,56,36
"p36942",53,96,86,63,52,45,52,55,46,31
"p36943",61,86,86,63,54,68,47,42,39,27
"p36944",60,71,75,65,61,51,55,46,38,37
"p36945",53,81,75,68,75,36,52,47,38,33
"p36946",49,90,79,63,56,55,42,43,44,24
"p36947",72,79,72,62,54,46,56,49,31,34
"p36948",58,87,57,63,57,65,50,50,47,46
"p36949",62,72,73,60,60,64,55,37,44,35
"p36950",45,101,62,65,73,51,56,44,27,41
"p36951",53,83,57,63,60,61,47,46,34,34
"p36952",65,80,60,78,49,55,66,42,41,27
"p36953",56,73,73,65,54,58,50,38,39,35
"p36954",67,73,63,72,72,52,48,43,35,37
"p36955",55,71,78,73,67,50,59,46,34,30
"p36956",57,65,66,54,60,44,52,43,40,33
"p36957",54,85,65,72,58,46,57,49,38,34
"p36958",65,70,69,55,52,63,53,37,46,36
"p36959",63,70,53,71,61,46,52,49,42,27
"p36960",50,84,77,64,57,52,40,37,42,35
"p36961",57,86,68,62,57,53,48,39,32,45
"p36962",51,100,84,60,57,60,48,45,41,30
"p36963",68,72,86,62,58,68,44,43,36,36
"p36964",63,73,89,44,64,49,54,51,42,38
"p36965",65,98,70,85,63,62,45,44,41,41
"p36966",67,78,85,63,71,59,46,47,42,34
"p36967",65,76,75,58,66,69,53,37,47,42
"p36968",60,82,79,64,62,50,51,46,48,38
"p36969",61,69,89,61,58,44,58,44,47,31
"p36970",58,77,65,75,63,51,45,49,38,37
"p36971",66,85,65,50,55,52,56,49,47,43
"p36972",62,97,77,55,59,43,47,52,41,37
"p36973",80,75,86,69,58,66,43,38,40,37
"p36974",58,87,72,66,67,61,61,37,43,36
"p36975",65,94,68,70,62,59,53,46,39,36
"p36976",67,73,71,64,54,60,41,46,34,38
"p36977",50,81,78,64,56,55,48,64,48,36
"p36978",65,87,73,60,59,52,67,42,43,30
"p36979",55,71,81,70,62,45,58,53,47,35
"p36980",51,81,58,58,65,50,41,40,42,35
"p36981",60,83,75,69,54,56,57,54,40,29
"p36982",55,69,71,60,55,62,56,33,36,31
"p36983",76,100,72,61,63,48,52,42,40,37
"p36984",49,81,78,49,71,51,55,47,31,38
"p36985",72,88,91,72,61,54,63,38,43,27
"p36986",51,91,76,82,67,57,49,38,33,37
"p36987",64,79,93,66,52,60,52,42,35,30
"p36988",55,81,82,62,64,70,56,37,25,33
"p36989",54,81,69,73,58,52,48,47,46,30
"p36990",56,78,66,70,51,55,47,47,48,29
"p36991",69,87,84,60,65,58,62,42,46,42
"p36992",68,82,60,79,53,52,58,34,47,33
"p36993",67,77,70,73,55,54,48,48,38,29
"p36994",79,95,75,65,50,52,54,43,33,32
"p36995",60,87,82,57,67,55,61,50,40,36
"p36996",56,82,86,69,69,47,53,42,32,34
"p36997",62,72,70,58,48,53,36,49,40,21
"p36998",53,86,77,70,53,56,58,42,52,32
"p36999",59,84,83,73,66,61,52,37,40,45
"p37000",57,54,66,66,64,60,42,41,37,32
"p37001",65,78,68,74,59,61,53,44,43,40
"p37002",67,88,73,65,61,51,56,49,43,54
"p37003",57,72,75,66,60,62,41,44,36,31
"p37004",61,98,71,70,70,54,50,42,45,38
"p37005",66,88,79,72,64,54,55,34,41,37
"p37006",58,87,74,70,58,43,57,48,35,34
"p37007",65,94,68,66,73,56,49,35,35,43
"p37008",58,73,90,68,53,53,42,43,44,31
"p37009",55,86,76,87,64,58,38,33,36,38
"p37010",50,67,69,82,50,48,52,50,44,36
"p37011",58,81,68,68,41,54,49,45,34,36
"p37012",46,80,87,63,56,57,52,38,43,49
"p37013",64,70,72,77,59,61,56,44,42,34
"p37014",71,91,78,64,57,57,46,44,38,33
"p37015",53,71,76,62,72,64,55,45,34,36
"p37016",60,92,64,74,81,58,50,43,44,22
"p37017",47,86,71,66,58,43,49,41,41,46
"p37018",51,79,64,66,58,51,62,49,41,32
"p37019",40,73,70,74,61,51,38,50,41,42
"p37020",61,82,68,69,62,51,49,42,37,37
"p37021",75,90,72,66,63,43,43,38,28,33
"p37022",63,67,93,72,67,59,58,40,48,27
"p37023",74,87,83,62,72,54,51,61,30,34
"p37024",69,81,73,66,59,37,43,46,39,42
"p37025",58,90,77,75,58,69,51,47,38,49
"p37026",52,93,73,67,62,58,36,37,40,40
"p37027",68,74,65,49,46,59,44,42,35,36
"p37028",53,76,69,60,44,55,48,43,51,40
"p37029",51,70,80,66,71,57,45,35,38,29
"p37030",75,83,64,66,65,57,44,45,43,42
"p37031",65,82,85,71,68,42,43,37,35,41
"p37032",47,77,73,54,68,42,46,43,44,35
"p37033",66,64,78,58,72,50,55,56,35,29
"p37034",68,73,63,66,55,50,56,42,41,48
"p37035",53,83,77,58,73,54,49,37,34,44
"p37036",56,78,80,76,67,59,42,37,38,47
"p37037",71,75,77,56,55,60,42,49,26,51
"p37038",72,90,64,69,66,57,44,39,43,42
"p37039",56,78,75,66,56,58,45,47,41,36
"p37040",64,90,63,77,60,55,36,40,39,32
"p37041",54,82,69,55,56,61,49,45,50,41
"p37042",54,78,66,67,56,60,57,42,32,25
"p37043",48,82,70,67,86,55,62,53,37,38
"p37044",50,78,98,69,58,50,48,55,34,32
"p37045",58,98,76,75,59,38,33,43,36,35
"p37046",65,71,61,70,58,65,54,46,46,29
"p37047",45,94,60,85,71,60,49,44,39,41
"p37048",67,98,72,50,72,62,47,46,35,43
"p37049",67,88,81,67,74,54,44,58,34,44
"p37050",59,82,77,76,66,54,39,52,43,45
"p37051",57,82,73,67,70,61,42,38,32,27
"p37052",71,75,60,48,58,57,32,46,38,31
"p37053",58,67,85,60,57,49,49,44,32,25
"p37054",77,95,75,59,77,45,50,37,35,35
"p37055",76,82,63,82,54,51,57,63,46,40
"p37056",56,71,85,58,57,59,55,44,47,40
"p37057",53,70,72,82,68,70,54,39,35,40
"p37058",73,75,66,67,65,63,39,39,37,41
"p37059",60,89,76,60,58,46,64,50,36,30
"p37060",65,73,82,75,54,58,55,44,44,43
"p37061",77,88,74,76,48,59,49,49,39,37
"p37062",59,71,69,71,72,72,56,55,39,30
"p37063",59,86,79,69,66,62,61,43,34,37
"p37064",60,83,65,66,66,66,38,47,35,40
"p37065",66,79,54,74,54,43,48,40,49,42
"p37066",59,73,96,65,74,53,52,48,40,42
"p37067",75,75,62,57,61,47,61,48,34,28
"p37068",62,73,62,65,59,55,46,37,51,35
"p37069",62,67,78,69,83,66,47,41,44,35
"p37070",47,65,78,75,73,53,47,54,30,38
"p37071",61,76,77,68,52,53,42,46,40,39
"p37072",60,82,55,60,64,48,56,49,35,37
"p37073",64,72,68,69,81,55,44,50,37,29
"p37074",64,92,64,73,55,56,46,55,45,36
"p37075",48,77,79,66,73,61,46,43,44,44
"p37076",49,87,71,63,67,50,44,41,42,28
"p37077",44,70,79,57,78,71,49,32,37,31
"p37078",77,79,77,71,68,46,30,56,35,29
"p37079",59,90,78,72,72,66,43,49,38,39
"p37080",51,76,70,72,62,45,49,37,45,43
"p37081",56,64,84,69,69,46,64,44,32,34
"p37082",47,77,72,73,65,60,54,49,31,32
"p37083",50,83,62,52,57,53,50,48,46,39
"p37084",62,86,81,76,58,60,46,35,37,34
"p37085",68,72,83,71,73,63,50,56,46,34
"p37086",61,94,85,71,68,64,41,50,39,34
"p37087",59,86,78,63,67,49,46,55,44,35
"p37088",62,97,64,58,62,66,55,35,40,40
"p37089",63,72,71,65,61,55,38,40,36,48
"p37090",72,85,82,64,68,59,54,49,37,36
"p37091",68,89,81,75,67,50,51,44,40,31
"p37092",63,83,81,63,60,59,36,42,42,32
"p37093",72,82,67,56,66,48,46,50,44,40
"p37094",58,65,84,75,66,60,49,56,47,32
"p37095",59,84,67,80,65,63,53,44,51,47
"p37096",54,85,72,62,75,72,42,49,49,45
"p37097",54,72,76,74,61,49,40,54,32,27
"p37098",69,77,78,65,71,59,49,39,38,41
"p37099",57,85,64,65,54,54,57,44,46,48
"p37100",68,90,76,64,72,53,38,49,45,32
"p37101",72,95,80,58,65,52,50,39,37,33
"p37102",48,68,71,59,62,50,50,42,36,36
"p37103",66,80,71,70,59,43,45,50,39,32
"p37104",63,90,76,78,53,63,55,45,45,32
"p37105",65,87,74,64,52,59,47,44,41,36
"p37106",67,89,97,77,59,62,57,39,39,36
"p37107",63,83,70,72,55,61,44,58,32,22
"p37108",63,83,81,73,66,48,47,34,43,52
"p37109",55,66,84,71,54,53,44,39,36,46
"p37110",70,79,66,85,57,35,51,44,37,39
"p37111",64,74,76,70,69,60,44,36,54,54
"p37112",72,64,72,66,47,57,54,46,38,38
"p37113",70,84,71,64,50,55,42,43,35,34
"p37114",50,71,61,52,62,60,46,46,43,28
"p37115",46,73,70,62,63,58,55,53,33,40
"p37116",62,74,73,64,60,61,50,44,38,38
"p37117",67,91,63,81,55,60,42,56,43,35
"p37118",66,75,79,68,59,60,64,46,38,36
"p37119",55,72,71,80,65,60,46,57,39,41
"p37120",60,82,78,67,56,55,54,46,54,48
"p37121",59,79,77,74,59,56,44,61,54,46
"p37122",73,75,58,67,59,58,43,41,40,37
"p37123",51,83,78,64,58,62,58,44,46,35
"p37124",53,84,62,75,49,49,53,43,18,37
"p37125",46,83,81,72,65,58,54,25,38,31
"p37126",48,74,81,83,60,55,52,42,44,40
"p37127",57,84,71,73,64,39,40,51,41,31
"p37128",67,75,92,54,59,63,51,40,50,46
"p37129",73,68,73,58,71,52,52,39,33,29
"p37130",68,95,53,63,56,59,61,55,39,31
"p37131",51,75,79,69,66,63,57,62,37,43
"p37132",58,85,81,63,49,59,42,45,47,42
"p37133",53,76,89,60,56,52,58,41,42,38
"p37134",59,76,67,58,61,52,53,45,37,32
"p37135",47,81,69,75,71,57,39,45,41,28
"p37136",58,82,77,56,70,46,59,44,50,37
"p37137",58,71,72,67,63,50,40,43,31,39
"p37138",68,78,67,61,46,53,46,50,58,45
"p37139",73,95,79,74,68,56,48,57,51,48
"p37140",56,80,79,70,61,47,38,45,39,36
"p37141",67,83,71,72,57,54,51,55,37,40
"p37142",64,89,87,65,68,51,43,47,38,37
"p37143",61,76,73,58,57,50,57,54,32,38
"p37144",65,97,73,88,74,53,60,41,36,35
"p37145",64,96,72,70,63,42,58,42,52,27
"p37146",50,79,67,59,59,55,59,46,37,42
"p37147",71,87,78,68,64,64,53,53,49,44
"p37148",66,79,64,79,52,53,52,40,42,42
"p37149",68,104,70,73,54,69,58,41,31,30
"p37150",77,80,75,70,66,63,57,44,45,32
"p37151",55,79,64,69,56,52,47,39,47,38
"p37152",69,82,64,72,60,55,43,56,31,46
"p37153",70,90,71,73,77,49,36,63,44,29
"p37154",54,80,79,72,66,61,57,52,43,35
"p37155",48,90,74,80,61,40,59,37,37,30
"p37156",54,85,96,70,64,49,58,52,43,34
"p37157",70,96,69,55,45,48,59,38,45,41
"p37158",68,93,96,80,56,52,49,32,47,36
"p37159",69,77,81,63,62,53,43,55,36,39
"p37160",48,78,72,63,66,59,37,37,32,38
"p37161",58,84,78,63,68,56,44,49,33,41
"p37162",59,98,73,64,61,62,46,42,40,36
"p37163",59,78,69,65,58,59,54,46,32,35
"p37164",60,87,85,67,59,59,55,37,42,34
"p37165",64,75,78,60,73,52,44,43,39,43
"p37166",60,80,75,74,59,44,51,44,43,36
"p37167",61,85,78,58,57,38,51,43,34,30
"p37168",74,90,68,49,62,47,53,43,42,41
"p37169",60,86,77,71,61,50,52,47,36,38
"p37170",65,89,74,54,54,44,56,50,45,37
"p37171",75,75,73,64,79,53,43,52,38,43
"p37172",62,92,87,71,57,53,51,43,43,39
"p37173",60,82,75,73,48,48,52,47,39,32
"p37174",68,81,67,59,43,51,55,41,33,34
"p37175",52,73,74,84,66,45,54,56,28,57
"p37176",61,91,91,59,53,49,52,46,48,43
"p37177",56,97,81,56,54,46,52,30,54,35
"p37178",52,93,81,63,65,66,41,47,47,34
"p37179",53,82,60,75,72,52,49,53,30,37
"p37180",64,74,77,68,69,60,69,38,49,25
"p37181",55,76,72,66,54,58,43,39,41,36
"p37182",50,82,65,53,45,54,55,41,29,44
"p37183",58,85,78,47,71,60,40,56,34,31
"p37184",72,64,74,84,68,59,55,52,53,29
"p37185",78,77,63,67,59,57,49,50,43,34
"p37186",64,88,81,49,74,48,47,32,41,36
"p37187",57,94,79,69,57,51,44,39,35,37
"p37188",48,89,65,66,43,55,56,47,42,30
"p37189",55,85,74,61,56,50,45,40,42,31
"p37190",55,72,79,64,80,57,55,39,34,48
"p37191",65,84,78,56,69,63,37,55,40,43
"p37192",76,79,80,56,56,61,53,44,44,34
"p37193",63,85,76,61,66,52,45,50,44,38
"p37194",58,74,67,69,59,58,40,37,46,35
"p37195",55,63,61,65,63,49,46,37,38,45
"p37196",73,71,73,69,66,62,36,43,32,47
"p37197",56,72,78,61,69,49,54,43,38,49
"p37198",63,58,78,66,65,65,54,50,42,38
"p37199",58,83,80,79,73,54,60,59,45,35
"p37200",66,87,76,78,60,43,49,40,40,34
"p37201",57,93,64,56,49,58,53,46,50,35
"p37202",72,75,64,66,54,59,51,53,46,36
"p37203",65,77,81,71,65,52,53,46,43,27
"p37204",58,85,65,78,76,59,37,37,37,49
"p37205",63,72,86,76,49,62,48,34,44,43
"p37206",75,72,56,67,53,51,45,45,40,34
"p37207",65,88,78,62,68,46,49,42,41,40
"p37208",64,93,65,58,56,63,50,49,33,35
"p37209",56,92,67,72,75,49,40,40,36,39
"p37210",65,89,75,77,61,47,40,45,44,44
"p37211",52,83,89,58,58,57,48,39,45,37
"p37212",54,77,68,65,58,50,43,38,47,41
"p37213",57,82,67,61,74,62,53,48,36,35
"p37214",66,76,69,58,57,59,52,45,44,35
"p37215",66,74,70,70,57,53,48,39,34,37
"p37216",70,63,52,72,61,56,49,48,38,35
"p37217",61,78,77,81,40,55,43,45,38,30
"p37218",76,67,50,62,52,50,57,46,44,34
"p37219",56,79,71,73,65,48,41,36,44,44
"p37220",57,73,73,69,54,47,62,56,37,39
"p37221",66,77,65,66,55,54,52,38,40,38
"p37222",53,88,63,68,62,58,39,55,44,37
"p37223",69,91,75,60,64,61,55,51,40,40
"p37224",69,77,66,75,67,64,46,50,31,38
"p37225",54,81,90,65,54,54,52,45,53,35
"p37226",49,79,62,61,65,56,47,52,33,35
"p37227",55,78,70,64,59,70,60,32,30,34
"p37228",62,92,80,70,56,62,56,43,31,39
"p37229",70,92,65,70,64,60,44,51,40,40
"p37230",57,77,62,67,43,56,46,45,42,46
"p37231",56,77,78,66,63,60,48,45,50,51
"p37232",59,87,79,73,60,54,46,37,31,34
"p37233",76,78,89,63,70,56,36,52,54,37
"p37234",55,72,84,76,73,56,45,52,42,43
"p37235",62,80,69,69,72,52,55,50,51,35
"p37236",60,65,68,71,62,59,43,40,32,34
"p37237",63,70,74,76,69,55,31,60,41,45
"p37238",58,73,70,70,55,42,54,48,37,33
"p37239",54,96,93,53,49,58,56,47,33,34
"p37240",47,86,86,79,72,72,50,42,47,33
"p37241",72,88,71,60,65,61,50,47,43,30
"p37242",54,75,79,64,37,47,39,56,45,27
"p37243",60,103,82,70,52,55,46,42,37,33
"p37244",62,91,76,60,56,56,51,54,43,33
"p37245",70,101,72,82,57,51,38,39,33,39
"p37246",64,73,65,80,57,54,43,39,43,35
"p37247",61,77,72,66,68,54,44,46,47,35
"p37248",67,85,77,75,56,59,46,49,44,37
"p37249",72,79,72,69,62,53,38,39,33,50
"p37250",71,83,81,73,67,52,45,39,41,38
"p37251",48,81,72,57,49,53,44,40,50,32
"p37252",54,79,58,64,57,52,67,46,44,34
"p37253",62,83,66,56,49,61,51,45,51,36
"p37254",70,69,77,76,61,55,55,40,41,36
"p37255",52,87,82,71,58,53,54,46,40,33
"p37256",54,93,66,66,48,55,58,45,41,41
"p37257",54,95,72,56,57,61,47,46,32,50
"p37258",57,89,63,70,72,44,39,51,45,39
"p37259",58,86,72,81,63,61,57,34,46,33
"p37260",66,98,72,69,53,53,57,47,37,42
"p37261",51,80,72,71,58,58,43,44,33,54
"p37262",58,89,62,60,65,59,46,38,35,48
"p37263",70,78,73,59,77,50,38,52,42,34
"p37264",59,84,65,72,67,53,46,59,44,33
"p37265",47,102,74,66,64,50,47,38,40,43
"p37266",57,85,78,71,77,62,36,59,35,34
"p37267",62,79,68,66,65,54,45,52,35,30
"p37268",69,76,66,64,58,49,56,41,44,35
"p37269",59,75,81,59,54,55,34,49,52,40
"p37270",77,99,65,67,61,54,49,51,35,29
"p37271",63,84,86,68,64,59,55,47,44,38
"p37272",50,83,98,68,55,64,44,47,45,37
"p37273",53,77,76,68,62,64,39,50,49,36
"p37274",67,77,77,77,70,57,47,42,45,37
"p37275",56,82,81,67,61,45,66,36,35,46
"p37276",70,86,71,63,60,52,46,59,45,47
"p37277",72,99,78,71,65,58,49,38,32,41
"p37278",76,87,78,61,82,55,45,46,47,32
"p37279",66,86,88,69,52,62,61,34,38,35
"p37280",51,77,74,67,45,48,46,43,31,39
"p37281",54,76,81,77,61,49,46,45,35,35
"p37282",54,79,73,63,58,43,38,40,41,26
"p37283",45,76,78,62,70,41,39,46,43,34
"p37284",58,85,71,79,58,60,57,50,50,43
"p37285",59,83,60,56,67,47,47,62,43,38
"p37286",65,80,64,69,66,53,50,42,39,29
"p37287",68,102,85,67,52,63,52,58,43,36
"p37288",51,85,79,69,61,70,50,39,38,38
"p37289",53,82,74,73,57,51,39,57,34,36
"p37290",65,78,81,56,71,62,44,39,27,30
"p37291",66,85,82,77,68,55,61,51,44,25
"p37292",58,76,70,69,54,49,36,32,46,43
"p37293",51,86,84,62,76,58,70,34,40,42
"p37294",68,85,70,76,50,67,40,42,35,40
"p37295",67,106,73,62,59,62,56,34,41,37
"p37296",75,85,72,63,53,55,53,43,43,49
"p37297",72,87,65,75,57,50,44,58,43,34
"p37298",52,99,77,76,47,44,48,51,46,31
"p37299",66,79,80,67,63,57,50,45,28,38
"p37300",62,84,61,63,66,70,69,40,38,31
"p37301",58,92,54,66,73,53,49,67,33,46
"p37302",56,81,83,74,75,47,53,45,33,35
"p37303",59,85,57,69,57,41,56,44,41,43
"p37304",66,68,75,79,44,62,41,40,31,44
"p37305",62,98,76,56,43,69,49,40,26,45
"p37306",73,87,71,65,59,47,51,51,41,30
"p37307",52,88,78,71,52,36,47,48,44,28
"p37308",67,87,72,58,60,56,44,39,43,32
"p37309",62,78,60,73,53,51,43,55,30,30
"p37310",68,80,80,59,57,66,39,50,36,37
"p37311",49,94,67,64,58,58,51,53,49,39
"p37312",58,85,73,79,65,58,52,47,44,35
"p37313",60,81,76,64,91,50,45,48,41,36
"p37314",54,78,63,74,51,52,45,44,31,36
"p37315",54,89,93,87,54,73,35,40,39,37
"p37316",61,76,76,80,63,57,45,38,43,34
"p37317",77,85,87,64,58,42,39,50,40,46
"p37318",56,82,75,67,67,56,42,48,43,38
"p37319",64,80,78,62,67,49,50,50,41,28
"p37320",59,90,70,76,54,48,58,45,33,30
"p37321",46,70,62,69,59,48,61,40,42,33
"p37322",51,83,76,72,64,67,54,39,44,38
"p37323",60,84,91,69,60,62,50,38,42,40
"p37324",49,83,94,71,56,52,49,36,40,42
"p37325",62,76,78,56,84,64,57,52,46,29
"p37326",56,87,73,59,54,37,50,34,22,40
"p37327",61,78,74,84,59,50,48,53,40,41
"p37328",52,82,65,74,57,52,53,38,38,47
"p37329",65,86,66,74,62,55,60,49,39,33
"p37330",72,86,83,62,75,55,58,57,33,42
"p37331",68,81,70,73,76,52,51,50,44,33
